breed,age,weight,lactation_stage,parity,hist_yield_avg7,feed_type,feed_quality,feed_qty_kg,walking_km,grazing_h,rumination_h,resting_h,body_temp,heart_rate,ambient_temp,humidity,housing_score,vaccinations_up_to_date,disease_history_count,season,health_score,disease_label,milk_yield,feed_efficiency
Buffalo,4,583.3,late,4,7.8,mixed,7.46,10.44,3.66,5.96,7.28,10.65,38.24,61,26.72,62.59,6.24,1,0,spring,0.59,none,8.59,0.82
Brown Swiss,6,605.0,mid,2,21.52,dry,7.52,21.06,4.48,3.14,3.83,8.64,39.92,46,17.86,60.52,5.77,0,0,winter,0.47,minor,18.6,0.88
Buffalo,9,444.8,early,3,14.7,concentrate,1.82,12.29,3.42,2.46,5.09,10.38,38.69,56,29.6,65.1,4.71,0,0,autumn,0.17,minor,9.2,0.75
Jersey,8,627.5,early,3,20.11,green,3.98,19.21,3.03,2.45,5.96,10.62,37.27,88,17.45,41.11,9.3,1,1,spring,0.55,none,20.34,1.06
Jersey,4,639.5,late,3,15.75,green,5.95,20.74,1.28,1.28,3.95,12.78,39.8,65,29.35,41.2,5.82,1,0,autumn,0.43,minor,13.78,0.66
Buffalo,9,519.4,late,3,11.36,mixed,4.71,16.39,2.28,0.0,6.29,6.99,38.58,80,23.54,39.08,8.12,1,2,autumn,0.53,none,10.87,0.66
Brown Swiss,14,619.2,early,2,26.47,dry,5.99,19.27,0.0,4.94,6.42,10.81,39.21,57,23.69,56.42,9.2,0,2,autumn,0.51,none,25.6,1.33
Holstein,13,621.5,early,2,24.7,green,6.27,22.72,1.05,2.39,4.94,10.7,38.05,59,25.54,67.97,6.93,1,0,autumn,0.59,none,32.04,1.41
Brown Swiss,3,648.1,early,2,20.46,green,6.47,15.61,0.0,1.89,4.58,10.62,38.25,62,25.67,91.33,6.67,1,0,autumn,0.33,minor,22.05,1.41
Buffalo,14,535.1,mid,1,9.28,mixed,8.13,19.22,1.1,2.35,4.04,11.99,38.68,68,28.45,31.76,8.76,1,0,autumn,0.55,none,8.65,0.45
Holstein,11,596.7,mid,1,24.39,concentrate,7.97,20.9,3.5,2.6,4.47,9.78,38.98,81,22.24,54.68,7.06,1,1,spring,0.61,none,28.02,1.34
Jersey,4,585.8,early,3,20.06,concentrate,7.62,18.62,1.39,1.98,3.69,12.06,38.37,68,24.93,55.76,7.65,1,0,spring,0.59,none,22.13,1.19
Holstein,10,569.8,mid,1,19.78,green,7.62,18.38,1.13,1.17,3.97,7.35,38.3,63,30.51,69.49,9.49,1,0,summer,0.41,minor,25.74,1.4
Holstein,6,522.7,early,2,24.75,dry,7.44,19.17,1.51,2.21,6.14,8.47,38.54,70,20.26,53.99,7.2,1,0,summer,0.61,none,30.91,1.61
Holstein,4,648.6,late,3,29.13,mixed,8.54,13.18,0.0,1.91,2.22,12.62,37.6,62,19.77,28.26,9.36,1,0,spring,0.58,none,22.23,1.69
Brown Swiss,10,583.0,late,3,18.17,dry,7.17,18.65,3.7,5.16,5.66,6.83,37.91,58,24.78,89.98,10.0,1,1,summer,0.41,minor,15.26,0.82
Jersey,2,568.2,early,2,20.53,dry,8.67,18.19,1.75,1.2,3.74,12.14,38.05,85,30.7,66.79,10.0,1,1,autumn,0.45,minor,19.57,1.08
Jersey,13,543.8,late,3,18.23,concentrate,3.17,19.58,0.49,3.61,4.94,9.52,37.61,57,19.27,48.12,9.36,1,0,spring,0.51,none,16.88,0.86
Jersey,4,701.6,mid,5,21.29,green,5.86,22.47,0.42,0.25,6.3,10.01,37.73,73,8.59,43.8,3.68,1,0,spring,0.14,minor,14.35,0.64
Holstein,2,634.8,mid,3,23.03,concentrate,3.73,26.49,0.51,5.82,5.81,10.4,38.72,54,34.63,52.77,9.03,1,0,autumn,0.2,minor,23.48,0.89
Holstein,14,623.1,mid,1,26.81,mixed,6.76,18.27,1.68,4.74,3.06,9.53,39.36,50,24.36,37.93,7.6,1,0,winter,0.54,none,25.21,1.38
Buffalo,6,479.2,mid,5,13.62,concentrate,4.52,13.67,0.94,4.85,3.62,14.25,39.2,52,34.83,74.6,6.7,1,0,spring,0.05,minor,5.2,0.38
Jersey,12,578.4,mid,5,19.23,mixed,9.14,15.59,0.73,6.29,5.0,8.91,38.72,61,23.39,100.0,5.02,1,0,summer,0.3,minor,16.18,1.04
Brown Swiss,2,512.5,late,4,24.7,green,5.62,14.69,1.53,6.04,5.27,11.07,38.41,69,28.22,48.06,10.0,1,1,spring,0.51,none,18.54,1.26
Brown Swiss,13,613.3,mid,3,20.45,concentrate,5.07,18.1,4.07,6.48,3.08,12.49,39.34,68,33.15,51.7,5.97,1,0,autumn,0.19,minor,15.02,0.83
Brown Swiss,5,566.6,mid,3,23.59,dry,10.0,18.63,4.54,3.37,4.58,10.24,38.6,63,18.5,40.41,9.27,1,0,autumn,0.67,none,22.36,1.2
Holstein,6,542.5,mid,2,25.94,green,3.69,19.23,3.52,3.55,4.87,9.94,39.34,65,24.88,46.27,1.4,1,0,autumn,0.44,minor,27.57,1.43
Jersey,5,589.7,mid,2,19.05,dry,7.75,21.57,1.1,0.0,6.43,11.26,39.01,65,30.78,46.94,6.63,1,0,summer,0.46,minor,17.42,0.81
Buffalo,13,521.7,mid,4,10.33,mixed,6.78,20.19,1.18,0.92,6.25,9.96,38.13,62,16.53,63.4,6.39,1,0,summer,0.58,none,10.69,0.53
Holstein,13,577.2,late,3,24.87,mixed,3.65,21.51,1.94,2.96,5.0,10.97,39.42,69,26.84,48.57,3.91,1,0,winter,0.49,minor,23.58,1.1
Buffalo,3,442.0,mid,2,14.33,green,6.15,19.45,2.08,6.26,1.39,10.97,38.51,44,24.91,35.24,5.96,0,0,spring,0.39,minor,9.39,0.48
Brown Swiss,9,613.0,early,6,24.67,concentrate,6.02,19.52,4.68,2.55,3.21,14.42,37.89,49,26.91,68.18,7.92,0,1,autumn,0.46,minor,23.71,1.21
Brown Swiss,14,606.8,mid,1,17.31,dry,4.26,21.96,1.21,1.03,2.22,12.81,38.67,70,27.62,64.25,6.95,1,1,summer,0.46,minor,19.23,0.88
Buffalo,14,460.0,late,2,7.41,mixed,7.06,12.55,3.22,7.25,4.37,9.43,38.0,63,13.24,81.99,4.33,0,0,summer,0.1,minor,8.07,0.64
Jersey,4,590.7,mid,1,17.64,mixed,3.64,15.54,3.85,4.63,4.33,7.97,38.37,50,23.82,51.8,6.11,1,1,autumn,0.45,minor,18.59,1.2
Brown Swiss,5,614.8,mid,3,16.35,green,6.93,26.14,3.11,5.11,4.13,10.49,37.35,70,32.31,87.84,6.29,1,0,winter,0.15,minor,15.05,0.58
Jersey,11,498.5,late,3,21.04,green,6.21,7.81,4.52,5.7,6.87,10.19,38.1,65,28.28,49.15,5.28,1,0,autumn,0.46,minor,16.97,2.17
Buffalo,5,442.4,early,5,8.53,concentrate,7.18,14.14,0.94,7.2,5.37,9.83,38.65,63,17.27,65.97,4.1,1,1,spring,0.54,none,13.33,0.94
Holstein,14,621.7,late,1,23.12,green,6.26,15.8,3.42,2.03,4.63,11.49,38.13,47,18.63,81.12,7.17,1,0,summer,0.44,minor,15.68,0.99
Brown Swiss,11,601.5,late,4,14.93,concentrate,6.49,18.41,3.89,2.21,6.94,9.39,39.6,69,20.95,100.0,8.2,1,0,autumn,0.31,minor,16.18,0.88
Holstein,8,619.4,late,3,23.16,green,7.5,20.76,3.63,3.74,6.02,10.7,39.08,72,23.45,56.23,7.65,1,0,spring,0.63,none,21.53,1.04
Jersey,6,588.0,mid,4,18.48,mixed,4.44,19.27,4.42,2.6,5.11,10.51,38.55,65,24.68,28.65,7.91,1,1,summer,0.53,none,19.9,1.03
Jersey,12,615.8,late,7,16.35,concentrate,3.99,18.88,2.2,2.5,7.14,9.93,37.57,80,18.11,70.95,8.36,0,0,autumn,0.45,minor,15.51,0.82
Holstein,7,515.5,late,2,28.9,dry,5.93,15.13,0.0,2.52,4.6,9.32,39.16,72,30.82,36.58,7.16,0,0,spring,0.24,minor,16.68,1.1
Buffalo,3,556.8,mid,2,8.59,mixed,5.34,16.58,1.35,0.0,6.08,11.14,38.05,56,27.93,95.04,9.04,1,0,autumn,0.28,minor,7.86,0.47
Jersey,10,609.8,late,4,17.91,mixed,4.82,25.0,1.99,4.12,5.62,9.78,37.97,59,36.75,49.33,10.0,1,0,autumn,0.11,minor,11.39,0.46
Buffalo,11,453.1,early,2,10.67,green,7.81,12.02,3.11,3.86,5.19,13.95,38.78,60,34.22,70.2,10.0,1,0,spring,0.26,minor,5.52,0.46
Holstein,12,581.4,early,2,29.16,mixed,5.22,14.43,3.29,0.0,5.89,6.34,39.49,71,13.94,52.39,7.63,1,0,autumn,0.37,minor,25.86,1.79
Holstein,14,637.3,early,1,24.3,concentrate,4.6,13.97,1.53,2.62,6.6,9.44,37.56,60,15.85,67.0,8.16,1,0,winter,0.48,minor,25.97,1.86
Holstein,7,574.5,mid,4,22.81,mixed,4.65,24.77,2.82,2.32,4.02,12.47,38.0,47,27.85,41.47,4.43,1,1,winter,0.48,minor,24.41,0.99
Holstein,7,558.6,mid,3,25.32,green,8.5,14.3,6.0,3.55,4.74,7.33,38.29,62,29.56,48.08,7.86,0,0,spring,0.36,minor,22.6,1.58
Buffalo,11,556.2,early,3,14.84,dry,7.81,14.05,4.25,3.9,4.48,9.86,38.37,65,26.26,56.06,3.82,1,0,spring,0.54,none,12.21,0.87
Holstein,3,645.4,late,2,28.75,dry,6.86,19.2,1.35,2.36,6.62,8.17,38.9,72,26.29,56.2,4.04,1,0,winter,0.57,none,22.49,1.17
Jersey,2,555.2,late,3,11.95,mixed,9.75,18.79,0.22,3.94,6.47,6.55,38.33,77,15.85,54.4,6.57,1,1,summer,0.6,none,16.21,0.86
Buffalo,13,563.6,early,2,9.95,concentrate,7.68,19.46,0.69,1.81,5.01,6.13,38.29,57,26.03,37.48,7.86,1,0,winter,0.59,none,13.38,0.69
Brown Swiss,4,601.8,mid,2,24.74,concentrate,6.48,17.73,2.56,1.91,4.33,11.87,37.61,66,20.07,19.82,6.84,0,0,summer,0.46,minor,23.8,1.34
Buffalo,2,528.3,early,2,8.93,dry,3.04,22.47,1.87,1.33,5.18,7.24,37.94,80,21.88,59.64,7.21,1,0,spring,0.49,minor,10.61,0.47
Jersey,6,562.9,early,3,21.06,green,6.73,18.05,1.49,4.83,5.97,11.03,37.59,61,24.33,94.75,4.17,1,0,spring,0.32,minor,16.21,0.9
Jersey,2,683.7,early,5,15.46,mixed,9.62,17.95,3.53,4.01,4.18,10.97,38.58,47,24.48,35.03,8.01,1,2,autumn,0.64,none,27.85,1.55
Brown Swiss,4,700.1,early,5,22.71,dry,4.84,19.6,2.13,4.77,4.25,10.8,38.67,66,22.63,62.42,6.81,0,0,spring,0.42,minor,21.28,1.09
Buffalo,14,508.5,early,4,11.76,green,9.62,19.77,1.76,5.16,3.4,9.6,39.0,80,20.49,59.45,7.01,1,0,winter,0.62,none,10.81,0.55
Brown Swiss,9,667.5,late,1,16.19,concentrate,5.56,19.04,2.14,1.14,7.49,8.72,39.06,56,25.37,69.01,7.27,1,0,summer,0.59,none,17.06,0.9
Brown Swiss,14,616.7,mid,2,23.25,dry,5.69,10.71,2.0,4.71,8.0,8.04,39.16,67,22.67,39.08,5.83,1,0,autumn,0.54,none,20.67,1.93
Holstein,11,576.0,early,4,20.27,concentrate,5.26,23.63,2.54,2.43,4.59,10.73,38.91,53,24.11,59.95,7.42,1,0,winter,0.56,none,33.71,1.43
Buffalo,10,475.1,mid,6,15.13,green,5.52,14.82,2.9,2.48,2.88,9.24,38.37,82,28.34,26.87,6.37,1,0,autumn,0.41,minor,11.23,0.76
Brown Swiss,12,592.2,mid,2,14.56,mixed,5.18,19.02,0.0,1.91,4.49,10.69,38.33,62,20.77,81.78,8.32,1,0,spring,0.43,minor,17.82,0.94
Jersey,8,570.6,late,4,18.44,concentrate,4.62,19.01,1.1,4.69,5.76,9.31,38.05,56,40.54,14.17,3.48,1,1,summer,0.0,minor,10.15,0.53
Buffalo,14,526.9,mid,3,11.52,dry,8.81,18.81,0.56,2.04,3.86,9.87,38.88,46,13.09,43.36,9.71,1,0,autumn,0.44,minor,9.36,0.5
Buffalo,6,416.2,early,2,7.48,mixed,4.97,12.55,1.94,3.64,2.57,7.73,39.06,62,30.08,57.18,7.37,1,0,spring,0.29,minor,8.02,0.64
Brown Swiss,5,628.7,mid,3,18.31,green,8.64,18.78,2.57,2.73,6.83,10.69,38.29,60,17.79,48.57,9.44,1,0,summer,0.69,none,21.31,1.13
Buffalo,10,521.5,mid,3,11.17,green,9.56,16.28,0.44,3.39,2.8,9.75,37.85,62,26.49,65.91,4.08,0,0,winter,0.46,minor,10.07,0.62
Brown Swiss,11,670.3,early,4,17.63,green,6.99,15.19,3.95,2.82,3.62,13.95,37.84,56,25.0,66.44,5.49,1,0,summer,0.54,none,22.27,1.47
Holstein,14,559.5,late,3,27.9,dry,4.71,15.8,1.94,0.0,3.32,9.92,38.45,57,24.84,65.35,8.17,1,0,autumn,0.49,minor,18.56,1.17
Brown Swiss,14,536.5,early,3,23.49,mixed,7.05,18.07,3.42,0.21,5.37,11.11,37.64,84,31.56,82.01,7.82,1,0,summer,0.25,minor,18.47,1.02
Brown Swiss,11,627.1,mid,3,16.53,dry,9.2,17.72,2.38,4.63,3.87,10.55,38.5,74,25.05,10.0,5.13,0,0,winter,0.5,minor,16.22,0.92
Buffalo,3,430.8,mid,5,4.96,concentrate,9.21,20.41,2.91,6.11,6.34,7.99,38.28,69,31.91,59.87,8.11,1,0,autumn,0.43,minor,7.35,0.36
Brown Swiss,9,575.4,mid,3,19.45,dry,8.42,23.26,1.57,4.95,4.0,7.4,37.93,56,22.37,99.64,5.95,1,0,winter,0.3,minor,17.71,0.76
Jersey,4,674.1,mid,2,17.33,mixed,7.23,20.0,1.86,1.13,6.01,10.6,38.05,79,26.25,31.52,8.89,1,0,summer,0.64,none,19.61,0.98
Buffalo,12,497.1,early,3,7.82,concentrate,6.13,17.51,0.8,1.53,5.16,5.75,39.1,66,25.56,49.21,8.38,1,0,autumn,0.55,none,12.16,0.69
Holstein,13,615.6,mid,4,19.32,mixed,8.18,20.7,3.17,5.54,4.08,9.28,38.71,59,19.43,49.41,7.76,1,0,summer,0.61,none,28.01,1.35
Brown Swiss,7,530.5,mid,1,17.18,mixed,5.63,17.9,3.47,3.68,7.86,12.23,38.83,57,31.79,44.63,8.49,1,0,summer,0.38,minor,17.09,0.95
Brown Swiss,11,601.4,early,3,20.66,concentrate,8.93,15.16,2.81,3.52,2.62,10.17,38.45,60,35.65,85.7,5.47,1,0,summer,0.0,minor,14.0,0.92
Brown Swiss,8,552.4,late,1,19.14,dry,8.87,22.35,4.22,5.97,4.98,7.33,38.31,63,21.22,52.38,4.69,0,0,spring,0.51,none,17.44,0.78
Jersey,10,598.2,mid,4,18.48,dry,6.22,25.08,3.08,1.99,6.41,11.43,38.31,57,18.33,27.11,5.69,1,0,autumn,0.62,none,22.45,0.9
Jersey,5,506.3,early,2,20.7,green,6.59,18.08,3.52,3.22,4.78,7.34,38.29,55,18.96,45.34,3.08,1,0,summer,0.51,none,22.15,1.22
Brown Swiss,14,639.7,mid,2,18.47,mixed,6.0,28.22,1.05,5.58,2.95,10.2,38.39,54,21.01,70.06,6.33,1,0,winter,0.56,none,21.79,0.77
Jersey,2,654.7,early,2,12.97,mixed,10.0,20.33,3.46,1.75,4.47,12.2,38.81,81,19.99,55.64,8.03,0,0,winter,0.58,none,20.31,1.0
Jersey,7,522.8,mid,3,18.69,concentrate,5.08,12.89,3.92,3.77,5.37,10.11,37.96,59,10.6,47.27,5.76,1,1,winter,0.18,minor,12.71,0.99
Holstein,3,598.4,early,4,24.45,concentrate,5.55,24.27,0.41,4.44,1.69,11.63,38.39,61,20.85,58.67,6.29,1,0,winter,0.51,none,30.12,1.24
Holstein,3,602.3,early,1,26.95,mixed,8.68,18.28,1.65,4.75,3.94,9.19,37.54,83,37.51,56.5,8.53,1,0,summer,0.09,minor,20.91,1.14
Buffalo,3,490.8,late,1,5.12,mixed,3.19,13.02,2.55,1.67,4.18,8.53,38.58,58,18.96,78.65,5.26,1,0,summer,0.33,minor,9.17,0.7
Buffalo,12,504.0,mid,1,10.04,green,4.73,9.46,1.19,3.95,6.01,8.56,38.07,63,25.01,59.93,6.13,1,0,autumn,0.48,minor,4.81,0.51
Holstein,12,639.1,early,5,20.77,mixed,4.8,15.91,0.0,4.87,5.91,9.9,38.73,68,20.6,95.98,5.46,1,0,summer,0.25,minor,23.46,1.47
Holstein,7,609.0,mid,3,25.24,dry,8.0,11.59,1.75,0.51,7.19,8.05,38.62,58,13.13,34.89,6.5,1,0,summer,0.4,minor,20.17,1.74
Holstein,2,647.5,mid,2,25.46,concentrate,9.01,27.14,2.97,3.11,4.95,10.15,38.62,59,36.81,44.16,9.59,1,0,autumn,0.21,minor,20.3,0.75
Holstein,4,669.3,early,2,22.1,green,7.8,24.32,0.2,1.4,3.4,9.43,39.08,66,28.3,74.94,5.83,1,0,summer,0.47,minor,30.18,1.24
Jersey,12,604.0,early,4,17.71,dry,5.69,17.68,4.25,4.99,4.46,10.94,39.24,68,25.72,18.19,9.49,1,1,winter,0.56,none,23.24,1.31
Buffalo,3,517.1,early,3,4.4,concentrate,2.82,10.66,2.95,0.0,2.62,6.48,38.97,81,24.55,78.86,4.67,1,0,autumn,0.26,minor,10.27,0.96
Jersey,13,504.1,late,4,19.62,dry,4.05,16.69,3.22,2.66,4.88,12.97,38.03,59,28.84,68.45,6.51,1,0,spring,0.41,minor,18.67,1.12
Holstein,3,544.7,late,1,26.65,dry,9.55,17.6,1.63,3.77,6.82,13.22,38.62,52,17.45,31.7,5.71,1,0,autumn,0.68,none,25.53,1.45
Buffalo,6,499.5,mid,4,10.92,dry,6.01,15.8,4.31,2.31,6.79,10.93,39.48,75,26.14,62.5,6.37,1,1,winter,0.57,none,11.0,0.7
Holstein,13,532.9,early,3,27.0,green,6.78,12.76,3.57,1.23,6.06,12.6,37.58,60,22.01,65.46,5.11,1,0,summer,0.56,none,28.63,2.24
Holstein,5,644.6,early,2,25.07,mixed,5.44,14.01,2.59,8.54,4.85,8.55,38.06,74,19.74,85.99,3.73,1,0,autumn,0.32,minor,25.06,1.79
Buffalo,7,557.7,early,4,11.4,dry,6.18,19.92,0.0,2.18,4.67,9.05,38.31,70,26.43,83.87,2.83,1,0,winter,0.38,minor,13.14,0.66
Jersey,3,618.5,late,1,19.74,dry,1.7,13.29,3.15,2.17,3.68,13.05,39.62,65,32.64,90.34,6.97,1,0,winter,0.0,minor,9.72,0.73
Holstein,9,602.8,late,4,20.92,mixed,4.5,14.39,0.0,2.14,5.73,10.36,39.15,55,22.13,78.34,6.83,1,0,summer,0.43,minor,19.79,1.38
Brown Swiss,6,550.4,late,3,21.08,mixed,2.47,18.93,2.16,3.0,6.83,9.45,38.85,54,15.89,48.02,6.37,1,1,winter,0.44,minor,16.26,0.86
Brown Swiss,11,615.0,late,1,26.79,green,7.06,18.09,3.47,3.9,5.33,7.01,38.23,55,22.32,43.48,5.96,1,0,winter,0.56,none,16.78,0.93
Buffalo,8,501.9,mid,1,9.85,mixed,1.85,23.81,2.79,3.64,4.22,10.19,37.77,69,14.9,34.62,5.58,1,0,winter,0.35,minor,5.04,0.21
Jersey,10,686.8,mid,3,16.61,green,6.32,13.68,1.8,1.61,1.76,9.65,38.5,68,31.11,54.39,4.0,1,0,winter,0.24,minor,16.3,1.19
Buffalo,13,493.4,early,3,9.21,dry,6.57,12.47,0.0,0.0,3.91,12.36,39.2,53,24.05,62.63,5.55,1,1,autumn,0.52,none,8.63,0.69
Buffalo,2,529.0,late,4,13.31,green,5.18,15.28,0.0,0.0,5.79,8.29,37.32,53,27.06,67.68,3.73,1,0,summer,0.49,minor,9.06,0.59
Holstein,10,599.4,late,2,24.4,concentrate,6.68,22.61,1.29,4.31,4.68,12.85,37.66,78,21.81,100.0,7.87,1,0,autumn,0.31,minor,19.49,0.86
Jersey,3,638.2,mid,6,16.83,green,8.57,22.45,1.77,8.1,5.12,10.43,39.48,80,29.25,41.97,7.23,1,0,winter,0.53,none,25.53,1.14
Holstein,10,642.6,early,3,25.71,green,7.03,19.5,2.56,3.82,3.97,6.62,37.7,48,26.17,43.67,8.96,1,1,winter,0.57,none,28.84,1.48
Jersey,6,552.7,late,4,15.08,mixed,8.04,12.27,3.03,3.59,5.88,13.59,38.77,66,16.02,64.21,6.04,1,0,winter,0.55,none,16.81,1.37
Holstein,3,610.6,late,5,23.91,dry,4.64,20.7,1.02,3.75,2.81,10.27,38.87,68,30.36,72.91,7.6,0,0,summer,0.2,minor,17.26,0.83
Holstein,3,613.7,mid,5,23.17,green,6.74,14.53,0.74,1.99,5.94,7.03,38.05,88,36.72,84.2,7.09,0,0,spring,0.0,minor,10.6,0.73
Brown Swiss,9,576.3,late,2,20.1,mixed,4.69,16.5,2.97,2.78,3.79,11.05,37.81,56,27.5,44.3,6.29,1,0,autumn,0.46,minor,16.82,1.02
Brown Swiss,6,682.5,mid,3,18.94,green,7.81,13.68,0.1,4.21,4.7,8.59,38.2,57,38.09,80.37,5.35,1,0,spring,0.0,minor,10.1,0.74
Jersey,9,585.1,mid,3,18.35,concentrate,9.36,17.2,5.21,2.27,4.67,11.87,39.65,62,32.42,76.95,5.48,0,0,winter,0.18,minor,13.78,0.8
Buffalo,10,518.7,early,1,8.0,dry,6.89,20.28,2.66,6.01,3.84,9.82,38.23,59,26.61,55.08,4.15,1,1,winter,0.54,none,9.01,0.44
Brown Swiss,10,562.5,early,2,19.86,dry,7.38,21.23,0.2,2.51,5.63,10.4,37.72,71,25.29,62.56,6.56,1,0,spring,0.61,none,24.49,1.15
Brown Swiss,11,573.2,mid,2,20.07,mixed,7.07,11.91,1.7,5.19,3.62,9.45,39.13,72,27.71,67.78,7.75,1,1,spring,0.49,minor,17.3,1.45
Buffalo,14,469.2,late,1,6.47,dry,7.17,10.97,2.82,4.44,8.0,9.09,38.4,57,17.97,51.6,5.45,1,1,autumn,0.58,none,10.03,0.91
Buffalo,12,569.9,late,2,4.66,concentrate,9.33,22.36,4.4,6.71,7.06,10.48,38.84,58,26.43,74.91,8.53,1,0,summer,0.67,none,10.87,0.49
Jersey,5,524.3,early,6,13.35,dry,7.59,12.31,1.99,5.15,6.35,8.35,38.13,49,14.25,43.32,5.29,1,0,autumn,0.43,minor,20.22,1.64
Jersey,5,571.0,late,3,12.96,mixed,5.71,10.68,1.4,1.23,4.88,10.84,38.18,70,23.16,54.71,6.38,1,0,winter,0.51,none,11.66,1.09
Buffalo,12,510.6,early,4,12.0,concentrate,3.57,9.86,3.43,2.89,3.96,6.72,38.7,50,18.89,40.89,6.32,1,0,autumn,0.41,minor,10.83,1.1
Buffalo,11,521.8,mid,2,11.28,green,7.57,16.52,2.39,6.33,5.18,8.15,38.58,65,18.35,19.52,6.87,1,0,autumn,0.58,none,10.95,0.66
Buffalo,6,508.7,late,2,6.2,concentrate,4.74,13.55,3.3,0.11,3.54,11.61,38.29,63,22.75,98.65,8.12,1,0,autumn,0.21,minor,9.61,0.71
Holstein,2,608.4,mid,2,30.11,concentrate,7.32,19.0,0.0,4.94,7.35,11.64,38.12,51,28.85,38.41,5.04,0,0,winter,0.43,minor,22.92,1.21
Buffalo,3,494.4,mid,2,12.21,dry,10.0,15.04,3.79,2.48,2.98,14.5,37.99,74,26.3,83.74,6.87,1,0,winter,0.48,minor,10.21,0.68
Holstein,13,581.6,early,3,31.67,green,5.26,20.82,2.17,6.79,4.64,10.14,38.69,54,17.21,32.2,1.0,1,0,autumn,0.48,minor,28.08,1.35
Jersey,3,552.7,late,4,21.86,green,10.0,14.96,1.0,0.0,5.44,10.76,38.96,78,18.84,97.42,6.44,1,0,summer,0.37,minor,11.75,0.79
Brown Swiss,13,551.8,late,2,18.91,green,1.0,19.79,3.69,0.0,5.63,10.43,37.71,73,31.83,81.19,10.0,1,0,autumn,0.13,minor,11.68,0.59
Holstein,3,619.3,late,1,23.1,concentrate,3.52,22.36,2.31,1.27,6.16,9.32,37.71,78,12.62,62.88,6.78,1,0,spring,0.31,minor,20.91,0.94
Buffalo,5,511.1,late,3,10.78,mixed,6.82,16.47,3.53,6.26,7.19,11.09,38.34,69,24.8,75.72,5.86,0,0,spring,0.44,minor,8.83,0.54
Brown Swiss,6,586.3,mid,3,21.03,green,9.21,16.63,1.27,5.1,5.02,11.49,38.32,60,29.93,73.45,6.36,1,1,summer,0.45,minor,19.78,1.19
Holstein,11,520.0,early,2,28.27,concentrate,7.21,19.08,1.26,2.53,5.5,10.98,38.73,72,26.29,47.48,6.11,1,0,summer,0.59,none,31.79,1.67
Brown Swiss,2,653.5,mid,3,14.46,concentrate,6.74,16.23,0.02,3.45,3.13,10.49,39.37,68,23.6,56.79,8.83,1,0,autumn,0.55,none,19.19,1.18
Holstein,11,575.7,late,1,26.91,concentrate,5.07,19.6,2.21,2.64,5.69,12.02,38.48,59,25.7,43.91,7.29,1,1,winter,0.56,none,21.27,1.09
Jersey,12,556.2,early,2,20.18,green,6.97,19.47,3.74,3.32,3.8,9.85,37.68,68,22.05,62.24,6.83,1,0,winter,0.56,none,20.51,1.05
Jersey,4,617.8,mid,3,13.23,green,8.55,16.0,2.53,2.75,6.02,9.11,39.11,63,23.1,72.97,8.8,1,0,winter,0.61,none,20.2,1.26
Brown Swiss,6,533.9,late,1,16.01,concentrate,8.09,13.17,0.0,1.78,2.87,6.86,38.07,54,24.12,63.37,5.42,1,0,winter,0.51,none,12.32,0.94
Brown Swiss,6,712.6,mid,2,16.53,green,6.21,18.02,1.03,7.15,4.82,10.9,38.38,64,22.45,88.45,7.09,1,0,autumn,0.38,minor,17.64,0.98
Buffalo,6,483.4,late,1,15.58,mixed,3.15,14.78,1.19,1.18,1.77,10.72,38.21,59,32.22,51.21,6.04,1,0,winter,0.14,minor,6.87,0.46
Jersey,12,558.0,early,2,19.74,dry,7.22,16.73,0.0,3.83,5.9,12.3,38.02,64,15.46,27.74,8.03,1,0,autumn,0.54,none,21.8,1.3
Jersey,8,580.4,early,3,17.64,dry,6.92,16.65,2.54,6.48,6.11,8.47,36.99,54,33.06,49.93,8.36,1,0,summer,0.29,minor,16.14,0.97
Jersey,14,552.2,late,5,14.56,dry,7.17,20.01,2.47,3.52,6.56,5.82,37.18,49,30.55,19.81,6.98,1,1,summer,0.42,minor,15.68,0.78
Buffalo,2,535.4,early,3,4.27,green,6.85,23.46,1.92,4.68,6.18,11.54,39.26,51,19.22,60.95,9.46,1,0,spring,0.66,none,12.67,0.54
Holstein,2,533.6,mid,1,23.96,green,7.51,16.21,2.09,2.16,2.33,7.64,38.97,63,17.13,87.34,10.0,1,1,autumn,0.38,minor,21.63,1.33
Holstein,5,631.4,late,2,28.45,green,6.86,12.94,2.3,3.6,2.64,8.71,37.84,55,28.42,47.56,7.19,1,0,spring,0.43,minor,18.57,1.43
Holstein,3,667.8,late,2,27.56,dry,8.03,14.55,1.89,3.78,4.89,15.0,38.39,47,25.33,76.57,5.25,1,0,summer,0.53,none,21.01,1.44
Jersey,7,654.8,mid,2,16.69,green,9.03,18.46,2.55,1.18,7.68,9.41,38.65,57,19.65,59.93,7.21,1,0,spring,0.68,none,19.21,1.04
Buffalo,13,443.5,early,4,6.97,concentrate,8.5,15.83,3.67,5.46,4.76,13.74,38.95,55,20.99,63.02,8.76,0,0,spring,0.54,none,13.48,0.85
Brown Swiss,3,615.2,mid,2,20.05,mixed,4.37,18.66,0.0,3.72,6.29,15.4,38.56,58,26.24,88.81,8.0,1,0,spring,0.39,minor,15.59,0.84
Brown Swiss,4,521.0,mid,2,25.58,dry,6.68,14.74,2.29,3.14,3.12,11.2,38.09,57,23.16,76.18,5.75,0,0,summer,0.35,minor,17.61,1.19
